id,code,name,division
l10n_mx_wbl_dangerous_material_1272,1272,ACEITE DE PINO,3
l10n_mx_wbl_dangerous_material_1274,1274,n-PROPANOL (ALCOHOL PROPILICO NORMAL),3
l10n_mx_wbl_dangerous_material_1275,1275,PROPIONALDEHIDO,3
l10n_mx_wbl_dangerous_material_1276,1276,ACETATO DE n-PROPILO,3
l10n_mx_wbl_dangerous_material_1277,1277,PROPILAMINA,3
l10n_mx_wbl_dangerous_material_1278,1278,1-CLOROPROPANO,3
l10n_mx_wbl_dangerous_material_1279,1279,"1,2-DICLOROPROPANO",3
l10n_mx_wbl_dangerous_material_1280,1280,OXIDO DE PROPILENO,3
l10n_mx_wbl_dangerous_material_1281,1281,FORMIATOS DE PROPILO,3
l10n_mx_wbl_dangerous_material_1282,1282,PIRIDINA,3
l10n_mx_wbl_dangerous_material_1286,1286,ACEITE DE COLOFONIA,3
l10n_mx_wbl_dangerous_material_1287,1287,DISOLUCION DE CAUCHO,3
l10n_mx_wbl_dangerous_material_1288,1288,ACEITE DE ESQUISTO,3
l10n_mx_wbl_dangerous_material_1289,1289,METILATO SODICO EN SOLUCION alcohólica,3
l10n_mx_wbl_dangerous_material_1292,1292,SILICATO DE TETRAETILO,3
l10n_mx_wbl_dangerous_material_1293,1293,TINTURAS MEDICINALES,3
l10n_mx_wbl_dangerous_material_1294,1294,TOLUENO,3
l10n_mx_wbl_dangerous_material_1295,1295,TRICLOROSILANO,4.3
l10n_mx_wbl_dangerous_material_1296,1296,TRIETILAMINA,3
l10n_mx_wbl_dangerous_material_1297,1297,"TRIMETILAMINA EN SOLUCION ACUOSA, con un máximo de 50%, en masa, de trimetilamina",3
l10n_mx_wbl_dangerous_material_1298,1298,TRIMETILCLOROSILANO,3
l10n_mx_wbl_dangerous_material_1299,1299,TREMENTINA,3
l10n_mx_wbl_dangerous_material_1300,1300,SUCEDANEO DE TREMENTINA,3
l10n_mx_wbl_dangerous_material_1301,1301,ACETATO DE VINILO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_1302,1302,VINIL ETIL ETER ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_1303,1303,CLORURO DE VINILIDENO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_1304,1304,VINIL ISOBUTIL ETER ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_1305,1305,VINILTRICLOROSILANO,3
l10n_mx_wbl_dangerous_material_1306,1306,"PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN 
DE LA MADERA",3
l10n_mx_wbl_dangerous_material_1307,1307,XILENOS,3
l10n_mx_wbl_dangerous_material_1308,1308,CIRCONIO EN SUSPENSION EN UN LIQUIDO INFLAMABLE,3
l10n_mx_wbl_dangerous_material_1309,1309,"ALUMINIO EN POLVO, RECUBIERTO",4.1
l10n_mx_wbl_dangerous_material_1310,1310,"PICRATO AMONICO HUMEDECIDO con un mínimo de 10%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1312,1312,BORNEOL,4.1
l10n_mx_wbl_dangerous_material_1313,1313,RESINATO DE CALCIO,4.1
l10n_mx_wbl_dangerous_material_1314,1314,RESINATO DE CALCIO FUNDIDO,4.1
l10n_mx_wbl_dangerous_material_1318,1318,"RESINATO DE COBALTO, PRECIPITADO",4.1
l10n_mx_wbl_dangerous_material_1320,1320,"DINITROFENOL HUMEDECIDO con un mínimo de 15%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1321,1321,"DINITROFENOLATOS HUMEDECIDOS con no menos de 15%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1322,1322,"DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo de 15%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1323,1323,FERROCERIO,4.1
l10n_mx_wbl_dangerous_material_1324,1324,"PELICULAS DE SOPORTE NITROCELULOSICO revestido de gelatina, con exclusión de los desechos",4.1
l10n_mx_wbl_dangerous_material_1325,1325,"SOLIDO INFLAMABLE ORGANICO, N.E.P.",4.1
l10n_mx_wbl_dangerous_material_1326,1326,"HAFNIO EN POLVO HUMEDECIDO con un mínimo de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_1327,1327,"HENO, PAJA o RASTROJO húmeda, mojada o contaminados con aceite.",4.1
l10n_mx_wbl_dangerous_material_1328,1328,HEXAMETILENOTETRAMINA,4.1
l10n_mx_wbl_dangerous_material_1330,1330,RESINATO DE MANGANESO,4.1
l10n_mx_wbl_dangerous_material_1331,1331,FOSFOROS DISTINTOS DE LOS DE SEGURIDAD,4.1
l10n_mx_wbl_dangerous_material_1332,1332,METALDEHIDO,4.1
l10n_mx_wbl_dangerous_material_1333,1333,"CERIO, en placas, lingotes o barras",4.1
l10n_mx_wbl_dangerous_material_1334,1334,NAFTALENO BRUTO o NAFTALENO REFINADO,4.1
l10n_mx_wbl_dangerous_material_1336,1336,"NITROGUANIDINA (PICRITA) HUMEDECIDA con no menos de 20%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1337,1337,"NITROALMIDON HUMEDECIDO con no menos de 20%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1338,1338,FOSFORO AMORFO,4.1
l10n_mx_wbl_dangerous_material_1339,1339,"HEPTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_1340,1340,"PENTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.3
l10n_mx_wbl_dangerous_material_1341,1341,"SESQUISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_1343,1343,"TRISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_1344,1344,"TRINITROFENOL HUMEDECIDO con no menos de 30%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1345,1345,"DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo, y que contienen más de 45% de caucho",4.1
l10n_mx_wbl_dangerous_material_1346,1346,"SILICIO EN POLVO, AMORFO",4.1
l10n_mx_wbl_dangerous_material_1347,1347,"PICRATO DE PLATA HUMEDECIDO con no menos de 30%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1348,1348,"DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con no menos de 15%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1349,1349,"PICRAMATO DE SODIO HUMEDECIDO con no menos de 20%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1350,1350,AZUFRE,4.1
l10n_mx_wbl_dangerous_material_1352,1352,"TITANIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_1353,1353,FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA N.E.P.,4.1
l10n_mx_wbl_dangerous_material_1354,1354,"TRINITROBENCENO HUMEDECIDO con no menos de 30%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1355,1355,"ACIDO TRINITROBENZOICO HUMEDECIDO con no menos de 30%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1356,1356,"TRINITROTOLUENO (TNT) HUMEDECIDO con no menos de 30%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1357,1357,"NITRATO DE UREA HUMEDECIDO con no menos de 20%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1358,1358,"CIRCONIO EN POLVO, HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_1360,1360,FOSFURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_1361,1361,CARBON animal o vegetal,4.2
l10n_mx_wbl_dangerous_material_1362,1362,CARBON ACTIVADO,4.2
l10n_mx_wbl_dangerous_material_1363,1363,COPRA,4.2
l10n_mx_wbl_dangerous_material_1364,1364,DESECHOS DE ACEITE DE ALGODÓN,4.2
l10n_mx_wbl_dangerous_material_1365,1365,ALGODÓN HUMEDO,4.2
l10n_mx_wbl_dangerous_material_1369,1369,p-NITROSODIMETILANILINA,4.2
l10n_mx_wbl_dangerous_material_1372,1372,"FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas",4.2
l10n_mx_wbl_dangerous_material_1373,1373,"FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTETICOS, N.E.P., impregnados de aceite",4.2
l10n_mx_wbl_dangerous_material_1374,1374,HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA,4.2
l10n_mx_wbl_dangerous_material_1376,1376,OXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación de gas de hulla,4.2
l10n_mx_wbl_dangerous_material_1378,1378,CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido,4.2
l10n_mx_wbl_dangerous_material_1379,1379,"PAPEL TRATADO CON ACEITES NO SATURADOS, no seco (incluso el papel carbón)",4.2
l10n_mx_wbl_dangerous_material_1380,1380,PENTABORANO,4.2
l10n_mx_wbl_dangerous_material_1381,1381,"FOSFORO BLANCO o AMARILLO, SECO o BAJO AGUA o EN SOLUCION",4.2
l10n_mx_wbl_dangerous_material_1382,1382,SULFURO DE POTASIO ANHIDRO o SULFURO POTASICO con menos de 30% de agua de cristalización,4.2
l10n_mx_wbl_dangerous_material_1383,1383,"METAL  PIROFÓRICO,   N.E.P..,  o ALEACIÓN PIROFÓRICA, N.E.P.",4.2
l10n_mx_wbl_dangerous_material_1384,1384,DITIONITO DE SODIO (hidrosulfito de sodio),4.2
l10n_mx_wbl_dangerous_material_1385,1385,SULFURO SÓDICO ANHIDRO o SULFURO SÓDICO con menos del  30% de agua de cristalización.,4.2
l10n_mx_wbl_dangerous_material_1386,1386,"TORTA OLEAGINOSA con más de 1,5% de aceite y un máximo de 11% de humedad",4.2
l10n_mx_wbl_dangerous_material_1387,1387,"DESECHOS DE LANA, HUMEDOS",4.2
l10n_mx_wbl_dangerous_material_1389,1389,"METAL ALCALINO, AMALGAMAS DE",4.3
l10n_mx_wbl_dangerous_material_1390,1390,AMIDAS DE METALES ALCALINOS,4.3
l10n_mx_wbl_dangerous_material_1391,1391,"METALES ALCALINOS, DISPERSIÓN DE, o METALES ALCALINOTERREOS, DISPERSIÓN DE",4.3
l10n_mx_wbl_dangerous_material_1392,1392,"METALES ALCALINOTERREOS, AMALGAMA DE",4.3
l10n_mx_wbl_dangerous_material_1393,1393,"METALES  ALCALINOTERREOS, ALEACIÓN DE, N.E.P.",4.3
l10n_mx_wbl_dangerous_material_1394,1394,CARBURO ALUMINICO,4.3
l10n_mx_wbl_dangerous_material_1395,1395,ALUMINIO FERROSILICIO EN POLVO,4.3
l10n_mx_wbl_dangerous_material_1396,1396,"ALUMINIO EN POLVO, NO RECUBIERTO",4.3
l10n_mx_wbl_dangerous_material_1397,1397,FOSFURO DE ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_1398,1398,"ALUMINIO SILICIO EN POLVO, NO RECUBIERTO",4.3
l10n_mx_wbl_dangerous_material_1400,1400,BARIO,4.3
l10n_mx_wbl_dangerous_material_1401,1401,CALCIO,4.3
l10n_mx_wbl_dangerous_material_1402,1402,CARBURO CALCICO,4.3
l10n_mx_wbl_dangerous_material_1403,1403,"CIANAMIDA DE CALCIO con más de 0,1% de carburo de calcio",4.3
l10n_mx_wbl_dangerous_material_1404,1404,HIDRURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_1405,1405,SILICATO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_1407,1407,CESIO,4.3
l10n_mx_wbl_dangerous_material_1408,1408,FERROSILICIO con el 30% o más pero menos de 90% de silicio,4.3
l10n_mx_wbl_dangerous_material_1409,1409,"HIDRUROS METALICOS QUE REACCIONAN CON EL AGUA, N.E.P.",4.3
l10n_mx_wbl_dangerous_material_1410,1410,HIDRURO DE LITIO Y ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_1411,1411,HIDRURO ETEREO DE LITIO Y ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_1413,1413,BOROHIDRURO DE LITIO,4.3
l10n_mx_wbl_dangerous_material_1414,1414,HIDRURO DE LITIO,4.3
l10n_mx_wbl_dangerous_material_1415,1415,LITIO,4.3
l10n_mx_wbl_dangerous_material_1417,1417,SILICATO DE LITIO (LIITIOSILICIO),4.3
l10n_mx_wbl_dangerous_material_1418,1418,MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO,4.3
l10n_mx_wbl_dangerous_material_1419,1419,FOSFURO DE MAGNESIO Y ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_1420,1420,"POTASIO METALICO, ALEACIONES LIQUIDAS DE",4.3
l10n_mx_wbl_dangerous_material_1421,1421,"METALES ALCALINOS, ALEACION LIQUIDA DE  N.E.P.",4.3
l10n_mx_wbl_dangerous_material_1422,1422,"POTASIO Y SODIO, ALEACIONES DE",4.3
l10n_mx_wbl_dangerous_material_1423,1423,RUBIDIO,4.3
l10n_mx_wbl_dangerous_material_1426,1426,BOROHIDRURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_1427,1427,HIDRURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_1428,1428,SODIO,4.3
l10n_mx_wbl_dangerous_material_1431,1431,METILATO DE SODIO,4.2
l10n_mx_wbl_dangerous_material_1432,1432,FOSFURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_1433,1433,FOSFUROS ESTANICOS,4.3
l10n_mx_wbl_dangerous_material_1435,1435,"ZINC, CENIZAS DE",4.3
l10n_mx_wbl_dangerous_material_1436,1436,ZINC EN POLVO,4.3
l10n_mx_wbl_dangerous_material_1437,1437,HIDRURO DE CIRCONIO,4.1
l10n_mx_wbl_dangerous_material_1438,1438,NITRATO DE ALUMINIO,5.1
l10n_mx_wbl_dangerous_material_1439,1439,DICROMATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_1442,1442,PERCLORATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_1444,1444,PERSULFATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_1445,1445,CLORATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_1446,1446,NITRATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_1447,1447,PERCLORATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_1448,1448,PERMANGANATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_1449,1449,PEROXIDO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_1450,1450,"BROMATOS INORGANICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1451,1451,NITRATO DE CESIO,5.1
l10n_mx_wbl_dangerous_material_1452,1452,CLORATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1453,1453,CLORITO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1454,1454,NITRATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1455,1455,PERCLORATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1456,1456,PERMANGANATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1457,1457,PEROXIDO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_1458,1458,"CLORATO Y BORATO, MEZCLA DE",5.1
l10n_mx_wbl_dangerous_material_1459,1459,"CLORATO Y CLORURO DE MAGNESIO, MEZCLA DE",5.1
l10n_mx_wbl_dangerous_material_1461,1461,"CLORATOS INORGANICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1462,1462,"CLORITOS INORGANICOS, N.E.O.N.",5.1
l10n_mx_wbl_dangerous_material_1463,1463,TRIOXIDO DE CROMO ANHIDRO,5.1
l10n_mx_wbl_dangerous_material_1465,1465,NITRATO DE DIDIMIO,5.1
l10n_mx_wbl_dangerous_material_1466,1466,NITRATO FERRICO,5.1
l10n_mx_wbl_dangerous_material_1467,1467,NITRATO DE GUANIDINA,5.1
l10n_mx_wbl_dangerous_material_1469,1469,NITRATO DE PLOMO II,5.1
l10n_mx_wbl_dangerous_material_1470,1470,PERCLORATO DE PLOMO,5.1
l10n_mx_wbl_dangerous_material_1471,1471,"HIPOCLORITO DE LITIO, SECO, o MEZCLA DE HIPOCLORITO DE LITIO",5.1
l10n_mx_wbl_dangerous_material_1472,1472,PEROXIDO DE LITIO,5.1
l10n_mx_wbl_dangerous_material_1473,1473,BROMATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_1474,1474,NITRATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_1475,1475,PERCLORATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_1476,1476,PEROXIDO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_1477,1477,"NITRATOS INORGANICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1479,1479,"SOLIDO COMBURENTE, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1481,1481,"PERCLORATOS INORGANICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1482,1482,"PERMANGANATOS INORGANICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1483,1483,"PERÓXIDOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_1484,1484,BROMATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1485,1485,CLORATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1486,1486,NITRATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1487,1487,MEZCLA DE NITRATO DE POTASIO Y NITRITO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1488,1488,NITRITO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1489,1489,PERCLORATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1490,1490,PERMANGANATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1491,1491,PEROXIDO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1492,1492,PERSULFATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1493,1493,NITRATO DE PLATA,5.1
l10n_mx_wbl_dangerous_material_1494,1494,BROMATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1495,1495,CLORATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1496,1496,CLORITO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1498,1498,NITRATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1499,1499,MEZCLA DE NITRATO DE SODIO Y NITRATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_1500,1500,NITRITO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1502,1502,PERCLORATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1503,1503,PERMANGANATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1504,1504,PEROXIDO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1505,1505,PERSULFATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_1506,1506,CLORATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_1507,1507,NITRATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_1508,1508,PERCLORATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_1509,1509,PEROXIDO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_1510,1510,TETRANITROMETANO,6.1
l10n_mx_wbl_dangerous_material_1511,1511,UREA-AGUA OXIGENADA,5.1
l10n_mx_wbl_dangerous_material_1512,1512,NITRITO DE ZINC Y AMONIO,5.1
l10n_mx_wbl_dangerous_material_1513,1513,CLORATO DE ZINC,5.1
l10n_mx_wbl_dangerous_material_1514,1514,NITRATO DE ZINC,5.1
l10n_mx_wbl_dangerous_material_1515,1515,PERMANGANATO DE ZINC,5.1
l10n_mx_wbl_dangerous_material_1516,1516,PEROXIDO DE ZINC,5.1
l10n_mx_wbl_dangerous_material_1517,1517,"PICRAMATO DE CIRCONIO HUMEDECIDO con un mínimo de 20%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1541,1541,"CIANHIDRINA DE ACETONA, ESTABILIZADA",6.1
l10n_mx_wbl_dangerous_material_1544,1544,"ALCALOIDES SOLIDOS, N.E.P. SALES DE ALCALOIDES SOLIDAS, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1545,1545,ISOTIOCIANATO DE ALILO ESTABILIZADO INHIBIDO,6.1
l10n_mx_wbl_dangerous_material_1546,1546,ARSENIATO DE AMONIO,6.1
l10n_mx_wbl_dangerous_material_1547,1547,ANILINA,6.1
l10n_mx_wbl_dangerous_material_1548,1548,CLORHIDRATO DE ANILINA,6.1
l10n_mx_wbl_dangerous_material_1549,1549,"ANTIMONIO, COMPUESTO INORGANICO SOLIDO DE, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1550,1550,LACTATO DE ANTIMONIO,6.1
l10n_mx_wbl_dangerous_material_1551,1551,TARTRATO DE ANTIMONIO Y POTASIO,6.1
l10n_mx_wbl_dangerous_material_1553,1553,ACIDO ARSENOICO LIQUIDO,6.1
l10n_mx_wbl_dangerous_material_1554,1554,ACIDO ARSENOICO SOLIDO,6.1
l10n_mx_wbl_dangerous_material_1555,1555,BROMURO DE ARSENICO,6.1
l10n_mx_wbl_dangerous_material_1556,1556,"ARSENICO, COMPUESTO LIQUIDO DE, N.E.P., INORGANICO, en particular arseniatos, N.E.P., arsenitos, N.E.P., sulfuros de arsénico, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1557,1557,"ARSENICO, COMPUESTO SOLIDO DE, N.E.P., INORGANICO, en particular arseniatos N.E.P., arsenitos N.E.P., sulfuros de arsénico N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1558,1558,ARSENICO,6.1
l10n_mx_wbl_dangerous_material_1559,1559,PENTOXIDO DE ARSENICO,6.1
l10n_mx_wbl_dangerous_material_1560,1560,TRICLORURO DE ARSENICO,6.1
l10n_mx_wbl_dangerous_material_1561,1561,TRIOXIDO DE ARSENICO,6.1
l10n_mx_wbl_dangerous_material_1562,1562,POLVO ARSENICAL,6.1
l10n_mx_wbl_dangerous_material_1564,1564,"BARIO, COMPUESTO DE, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1565,1565,CIANURO DE BARIO,6.1
l10n_mx_wbl_dangerous_material_1566,1566,"BERILIO, COMPUESTO DE, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1567,1567,BERILIO EN POLVO,6.1
l10n_mx_wbl_dangerous_material_1569,1569,BROMOACETONA,6.1
l10n_mx_wbl_dangerous_material_1570,1570,BRUCINA,6.1
l10n_mx_wbl_dangerous_material_1571,1571,"AZIDA DE BARIO HUMIDIFICADA con un mínimo de 50%, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_1572,1572,ACIDO CACODILICO,6.1
l10n_mx_wbl_dangerous_material_1573,1573,ARSENIATO DE CALCIO,6.1
l10n_mx_wbl_dangerous_material_1574,1574,"MEZCLAS DE ARSENIATO CALCICO Y ARSENITO CALCICO, SOLIDAS",6.1
l10n_mx_wbl_dangerous_material_1575,1575,CIANURO DE CALCIO,6.1
l10n_mx_wbl_dangerous_material_1577,1577,CLORODINITROBENCENOS LIQUIDOS,6.1
l10n_mx_wbl_dangerous_material_1578,1578,CLORONITROBENCENOS,6.1
l10n_mx_wbl_dangerous_material_1579,1579,CLORHIDRATO DE 4-CLORO-o-TOLUIDINA,6.1
l10n_mx_wbl_dangerous_material_1580,1580,CLOROPICRINA,6.1
l10n_mx_wbl_dangerous_material_1581,1581,MEZCLA DE CLOROPICRINA Y BROMURO DE METILO,2.3
l10n_mx_wbl_dangerous_material_1582,1582,MEZCLA DE CLOROPICRINA Y CLORURO DE METILO,2.3
l10n_mx_wbl_dangerous_material_1583,1583,"MEZCLA DE CLOROPICRINA, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1585,1585,ACETOARSENITO DE COBRE,6.1
l10n_mx_wbl_dangerous_material_1586,1586,ARSENITO DE COBRE,6.1
l10n_mx_wbl_dangerous_material_1587,1587,CIANURO DE COBRE,6.1
l10n_mx_wbl_dangerous_material_1588,1588,"CIANUROS INORGANICOS, SOLIDOS, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1589,1589,CLORURO DE CIANOGENO INHIBIDO,2.3
l10n_mx_wbl_dangerous_material_1590,1590,DICLOROANILINAS LIQUIDAS,6.1
l10n_mx_wbl_dangerous_material_1591,1591,o-DICLOROBENCENO,6.1
l10n_mx_wbl_dangerous_material_1593,1593,DICLOROMETANO,6.1
l10n_mx_wbl_dangerous_material_1594,1594,SULFATO DE DIETILO,6.1
l10n_mx_wbl_dangerous_material_1595,1595,SULFATO DE DIMETILO,6.1
l10n_mx_wbl_dangerous_material_1596,1596,DINITROANILINAS,6.1
l10n_mx_wbl_dangerous_material_1597,1597,DINITROBENCENOS LIQUIDOS,6.1
l10n_mx_wbl_dangerous_material_1598,1598,DINITRO-o-CRESOL,6.1
l10n_mx_wbl_dangerous_material_1599,1599,DINITROFENOL EN SOLUCION,6.1
l10n_mx_wbl_dangerous_material_1600,1600,DINITROTOLUENOS FUNDIDOS,6.1
l10n_mx_wbl_dangerous_material_1601,1601,"DESINFECTANTE SOLIDO, TOXICO, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1602,1602,"COLORANTE LIQUIDO, TOXICO, N.E.P., o MATERIA INTERMEDIA LIQUIDA PARA COLORANTE, LIQUIDA, TOXICA, N.E.P.",6.1
l10n_mx_wbl_dangerous_material_1603,1603,BROMOACETATO DE ETILO,6.1
l10n_mx_wbl_dangerous_material_1604,1604,ETILENDIAMINA,8
l10n_mx_wbl_dangerous_material_1605,1605,DIBROMURO DE ETILENO,6.1
l10n_mx_wbl_dangerous_material_1606,1606,ARSENIATO FERRICO,6.1
l10n_mx_wbl_dangerous_material_1607,1607,ARSENITO FERRICO,6.1
l10n_mx_wbl_dangerous_material_1608,1608,ARSENIATO FERROSO,6.1
l10n_mx_wbl_dangerous_material_1611,1611,TETRAFOSFATO DE HEXAETILO,6.1
l10n_mx_wbl_dangerous_material_1612,1612,MEZCLA DE TETRAFOSFATO DE HEXAETILO Y GAS COMPRIMIDO,2.3
l10n_mx_wbl_dangerous_material_1613,1613,ACIDO CIANHIDRICO EN SOLUCION ACUOSA (CIANURO DE HIDROGENO EN SOLUCION ACUOSA) con no más de 20% ácido cianhídrico,6.1
l10n_mx_wbl_dangerous_material_1614,1614,CIANURO DE HIDROGENO ESTABILIZADO con menos de 3% de agua y absorbido en una materia porosa inerte,6.1
l10n_mx_wbl_dangerous_material_1616,1616,ACETATO DE PLOMO,6.1
l10n_mx_wbl_dangerous_material_1617,1617,ARSENIATOS DE PLOMO,6.1
l10n_mx_wbl_dangerous_material_1618,1618,ARSENITOS DE PLOMO,6.1
l10n_mx_wbl_dangerous_material_1620,1620,CIANURO DE PLOMO,6.1
l10n_mx_wbl_dangerous_material_1621,1621,PURPURA DE LONDRES,6.1
l10n_mx_wbl_dangerous_material_1622,1622,ARSENIATO DE MAGNESIO,6.1
l10n_mx_wbl_dangerous_material_1623,1623,ARSENIATO DE MERCURIO,6.1
l10n_mx_wbl_dangerous_material_1624,1624,CLORURO DE MERCURIO MERCURICO,6.1
l10n_mx_wbl_dangerous_material_1625,1625,NITRATO MERCURICO,6.1
